ID,Work Item Type,Title,State,Tags,Description,Acceptance Criteria,Closed Date
"35658","Bug","[Farm Focus] Dairy Report - Closing count of 1 Yr Heifers seems incorrect","Closed","Farm Focus",,,"4/29/2025 8:36:28 AM"
"34276","User Story","[Farm Focus] Standardise Stock Rec","Closed","ASB; Farm Focus","<div><a href=""https://developer.purefarming.com/documentation/schema/pfStockReconciliation.html"" target=_blank rel=""noopener noreferrer"">pfStockReconciliation | Pure Farming</a><br> </div><div> </div><div> </div><div> </div><div> </div><div><br> </div><div>Input: raw text, table.csv </div><div><br> </div><div>The algorithm and mapping doc are in the Wiki:&nbsp;<a href=""https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_wiki/wikis/Pure%20Farming.wiki/1393/Farm-Focus-Stock-Rec-Algorithm"">Farm Focus Stock Rec Algorithm - Overview</a> </div><div>(Death splitting algorithm here: <a href=""https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_workitems/edit/34926/"" data-vss-mention=""version:1.0"">#34926</a> </div><div><br> </div><div> </div>","<div><span style=""display:inline !important;"">Stock rec for each month for each stock class</span> </div><div><span style=""display:inline !important;"">Numbers match the incoming data</span> </div><div><span style=""display:inline !important;"">All numbers are positive numbers</span> </div>","4/29/2025 8:42:30 AM"
"35654","User Story","[Farm Focus] Remove AgedIn / AgedOut","Closed","Farm Focus","<div><b>​</b>After discussion with Andrew C, we have decided to ignore AgedIn and AgedOut in the final months Stock Reconciliation and we will not use the closing numbers from the report to do the final closing numbers of the last month of the financial year. </div><div> </div><div><span><br></span> </div><div>The Documentation has been updated to reflect this: </div><div><a href=""https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_wiki/wikis/Pure%20Farming.wiki/1393/Farm-Focus-Stock-Rec-Algorithm"">Farm Focus Stock Rec Algorithm - Overview</a><br> </div><div><a href=""https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_wiki/wikis/Pure%20Farming.wiki/1348/Farm-Focus"">Farm Focus - Overview</a><br> </div><div><br> </div><div>This ticket involves: </div><div><ol><li>Do not deal with AgedIn and AgedOut - just remove that code </li><li>Use the closing numbers <i>we calculate</i> for the last months Stock Rec rather than the closing numbers from the report </li> </ol> </div>","<div>No AgedIn/AgedOut data appears in the stock recs </div><div>Closing numbers match our calculated values </div>","4/29/2025 8:45:18 AM"
"35604","Bug","[Discovery][Prod][Incident] Teams tab users not loading 504 gateway timeout","Closed","Disco 2.0; Rabobank",,,"4/29/2025 10:29:52 AM"
"34897","Bug","[Provider][Halter] Halter should not be shown as an option in 'Connect Data' page","Closed","Halter; Provider",,,"4/29/2025 10:30:14 AM"
"35642","User Story","Delete a place","Closed","testcase exists","<div>As a grower, I can choose to delete a place. </div><div><br> </div><div>Given I have selected a Place, when I click <b>Delete Place,</b> then a dialog is displayed asking me to confirm. </div><div><b>Yes Delete</b>, removed the Place from the DB (refer to comments below.&nbsp; Delete should now function the same as Fields / Landcovers) </div><div><b>Cancel </b>returns me to the Home page. </div><div><br> </div><div><br> </div><div><img src=""https://dev.azure.com/rezaresystems/15020b92-fee6-4202-956f-9036d1e1da84/_apis/wit/attachments/90348999-bd1a-4c3b-9875-ddb88fd5557b?fileName=image.png"" alt=Image><br> </div>",,"4/29/2025 10:58:07 AM"
"35482","User Story","[Farm Focus] Help docs page","Closed","Farm Focus","<div>As a Farm Focus user I want to be able to see some instructions to help me with errors I encounter when using the FF ingestion so that I can solve problems myself </div><div><br> </div><div><ul><li>Create page in provider (/farm-focus-help) </li><li>Content will be provided by Chris L </li><ul><li><a href=""https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_wiki/wikis/Pure%20Farming.wiki/1424/Farm-Focus-Help-Docs-%28To-be-uploaded-to-Provider%29"">Farm Focus Help Docs (To be uploaded to Provider) - Overview</a><br> </li> </ul><li>Headings need to have anchors so that we can link to a particular section of the page </li><li>Should have standard PF Header<br><img src=""https://dev.azure.com/rezaresystems/15020b92-fee6-4202-956f-9036d1e1da84/_apis/wit/attachments/7b861671-534f-48ea-a3eb-663d034b1a60?fileName=image.png"" alt=Image><br> </li><li>Side panel should have Farm Focus, and each heading under that </li><ul><li>Links to each heading. No fancy highlighting or anything (unless it's fun for you to do)<br><img src=""https://dev.azure.com/rezaresystems/15020b92-fee6-4202-956f-9036d1e1da84/_apis/wit/attachments/0e912934-3306-40a5-8972-0ff82820c777?fileName=image.png"" alt=Image style=""width:157px;"" width=157 height=211><br> </li> </ul><li>Update Farm Focus Data Connector to link to the sections of this page </li><ul><li>When an error message is received - clicking on help link directs to section </li> </ul> </ul> </div>","<div>Page exists </div><div>Page can be accessed by users </div><div>Can link to the headers (titles) of the page </div><div>Page has header and side panel </div><div>Clicking on side panel links navigates to that section of the page </div>","4/29/2025 3:15:30 PM"
"35640","User Story","Edit and move location for a selected Place","Closed","testcase exists","<div>As a grower, given I have selected the point on the map, when I click Edit details and location button, then I can see the following in the LH panel: </div><div><ul><li>The selected marker should be shown (pin-like) differently to other ones (rounded) - <span>✅</span> </li><li>The <b>name</b>&nbsp;of the place is displayed as a heading<span style=""display:inline !important;""><span>&nbsp;</span>-<span>&nbsp;</span></span><span style=""box-sizing:border-box;"">✅</span> </li><li>The <b>Place type</b> is read only - <span>❓</span> </li><li>The <b>Place name</b> is editable<span style=""display:inline !important;""><span>&nbsp;</span>-<span>&nbsp;</span></span><span style=""box-sizing:border-box;"">✅</span> </li><li><b style=""box-sizing:border-box;"">Instruction<span>&nbsp;</span></b>on how to move the location<span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;"">&nbsp;</span>-<span style=""box-sizing:border-box;"">&nbsp;</span></span><span style=""box-sizing:border-box;"">✅</span><br> </li><li><b>Save</b>:&nbsp; On saving,<span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;"">&nbsp;</span>-<span style=""box-sizing:border-box;"">&nbsp;</span></span><span style=""box-sizing:border-box;"">✅</span> </li><ul><li>if the name has been edited, it is saved to the DB and&nbsp;<span style=""display:inline !important;"">the heading of the place is updated to the new name when the place is selected</span> </li><li>if the Location has been moved, then the new lat / long is saved to the DB&nbsp; </li> </ul><li><b>Cancel </b>returns me to the home page<span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;"">&nbsp;</span>-<span style=""box-sizing:border-box;"">&nbsp;</span></span><span style=""box-sizing:border-box;"">✅</span> </li><li>Details for What3words and google are displayed with links that have been updated with any changes </li> </ul><div><img src=""https://dev.azure.com/rezaresystems/15020b92-fee6-4202-956f-9036d1e1da84/_apis/wit/attachments/7f20750c-9097-4d47-82cf-7667fc4dcd82?fileName=image.png"" alt=Image><br> </div> </div><div><br> </div><div>&nbsp;&nbsp; </div><div><br> </div><div><br> </div><div><br> </div>",,"4/30/2025 12:19:11 PM"
"35705","Bug","Standardisation fails for SFF and ANZCO when animal record lacks kill date in CSV","Closed","ANZCO; Silver Fern Farms",,,"5/1/2025 11:30:42 AM"
"35582","User Story","Edit Places Panel","Closed","testcase exists","<div>As a grower, Given I have a Place saved on my map, when I click on the icon on the map, then I can see the following on the RH side panel: </div><div><br> </div><div><ul><li>The <b>name </b>of the place </li><li>A button to&nbsp;<b>Edit details and location</b> </li><li>A <b>Delete </b>option </li> </ul><div>I can also see the What3Words Location section </div> </div><div><br> </div><div><img src=""https://dev.azure.com/rezaresystems/15020b92-fee6-4202-956f-9036d1e1da84/_apis/wit/attachments/163a2885-9f93-4853-b782-b4a611d38f06?fileName=image.png"" alt=Image><br> </div>",,"5/1/2025 11:32:25 AM"
"35534","User Story","Create a new place","Closed","testcase exists","<div>Create panel to<b> Create a new place.&nbsp; </b>This will include </div><div><ul><li>Heading - <span>✅</span> </li><li>Instructions&nbsp;<span style=""display:inline !important;""><span>&nbsp;</span>-<span>&nbsp;</span></span><span style=""box-sizing:border-box;"">✅</span> </li><li>Drop down for <b>Place type<span style=""font-weight:400;display:inline !important;""><span>&nbsp;</span>-<span>&nbsp;</span></span><span style=""box-sizing:border-box;font-weight:400;"">✅</span></b> </li><ul><li>The dropdown place type will include icon&nbsp; </li><ul><li>Refer to attached List of Types and Icons&nbsp; </li><li>(NB PrimeNG has component but we won't need the checkbox for selection) </li> </ul> </ul><li>Text box for <b>Place name<span style=""font-weight:400;display:inline !important;""><span>&nbsp;</span>-<span>&nbsp;</span></span><span style=""box-sizing:border-box;font-weight:400;"">✅</span></b> </li><li>Can drop a place on the map and can drag the place around.<span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;"">&nbsp;</span>-<span style=""box-sizing:border-box;"">&nbsp;</span></span><span style=""box-sizing:border-box;"">✅</span> </li><li>Cancel button:&nbsp; returns user to home page<span style=""display:inline !important;""><span>&nbsp;</span>-<span>&nbsp;</span></span><span style=""box-sizing:border-box;"">✅</span> </li><li>Save:&nbsp; to save Place name, co-ordinates to DB against specific Survey / SessionID / HoldingID (Refer to&nbsp;<a href=""https://github.com/Datalinker-Org/Geospatial/blob/master/resources/PlaceResource.json"">https://github.com/Datalinker-Org/Geospatial/blob/master/resources/PlaceResource.json</a>)<span style=""display:inline !important;"">&nbsp;</span><span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;"">&nbsp;</span>-<span style=""box-sizing:border-box;"">&nbsp;</span></span><span style=""box-sizing:border-box;"">✅</span> </li><li>What3Words Location info box includes links to:&nbsp; </li><ul><li>&nbsp;The What3Words location of the place point on the map&nbsp;<span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;"">&nbsp;</span>-<span style=""box-sizing:border-box;"">&nbsp;</span></span><span style=""box-sizing:border-box;"">✅</span> </li><li>A link to the Google Maps Lat/long location<span style=""box-sizing:border-box;display:inline !important;""><span style=""box-sizing:border-box;"">&nbsp;</span>-<span style=""box-sizing:border-box;"">&nbsp;</span></span><span style=""box-sizing:border-box;"">✅</span> </li> </ul> </ul> </div><div><img src=""https://dev.azure.com/rezaresystems/15020b92-fee6-4202-956f-9036d1e1da84/_apis/wit/attachments/0c6b124b-70df-4c8c-8d19-0bfa2f7335c5?fileName=image.png"" alt=Image><div style=""display:inline-flex;""><div style=""background-color:rgb(219, 98, 108);cursor:nw-resize;top:-3px;left:-3px;""> </div><div style=""background-color:rgb(219, 98, 108);cursor:ne-resize;top:-3px;right:-3px;""> </div><div style=""background-color:rgb(219, 98, 108);cursor:sw-resize;bottom:-3px;left:-3px;""> </div><div style=""background-color:rgb(219, 98, 108);cursor:se-resize;bottom:-3px;right:-3px;""> </div><div style=""border:1px solid rgb(219, 98, 108);pointer-events:none;""> </div> </div><br> </div><div><br> </div>",,"5/1/2025 11:46:12 AM"
"35381","User Story","Update the Check your progress Summary Dialog","Closed","testcase exists","<p style=""margin:0cm;font-size:11pt;font-family:Aptos, sans-serif;"">Update Summary to include: </p><div style=""margin:0px 0cm;""><font face=""Aptos, sans-serif""><span style=""font-size:14.6667px;""><br></span></font><ul style=""font-family:Aptos, sans-serif;font-size:11pt;margin-bottom:0cm;margin-top:0cm;"">
 <li style=""margin:0cm 0cm 0cm 36pt;margin-left:0cm;""><span lang=EN-GB><span lang=EN-GB style=""box-sizing:border-box;""><span lang=EN-GB style=""box-sizing:border-box;"">Update:&nbsp; Remove the&nbsp;<b>and </b>between land covers and&nbsp;hedgerows to read &quot;<b>or</b> <b>hedgerows&quot;&nbsp;</b>(for both&nbsp;completed and incomplete rows)</span></span></span> </li><li style=""margin:0cm 0cm 0cm 36pt;margin-left:0cm;""><span lang=EN-GB><span lang=EN-GB style=""box-sizing:border-box;""><span lang=EN-GB style=""box-sizing:border-box;"">Add:&nbsp;&nbsp;</span></span></span> </li><ul><li style=""margin:0cm 0cm 0cm 36pt;margin-left:0cm;""><span lang=EN-GB><span lang=EN-GB style=""box-sizing:border-box;""><span lang=EN-GB style=""box-sizing:border-box;"">Total hedgerows length (m)</span></span></span> </li><li style=""margin:0cm 0cm 0cm 36pt;margin-left:0cm;""><span lang=EN-GB>Number of incomplete places</span> </li><li style=""margin:0cm 0cm 0cm 36pt;margin-left:0cm;""><span lang=EN-GB>Number of <span style=""display:inline !important;"">complete places</span></span> </li> </ul> </ul><div style=""font-family:Aptos, sans-serif;font-size:11pt;""><img src=""https://dev.azure.com/rezaresystems/15020b92-fee6-4202-956f-9036d1e1da84/_apis/wit/attachments/c943d82d-cf65-48d0-a01c-484cbf8fa6a8?fileName=image.png"" alt=Image><br> </div><br> </div><p style=""margin:0cm;font-size:11pt;font-family:Aptos, sans-serif;""> </p><br>",,"5/1/2025 12:04:10 PM"
"35466","Bug","[MINDA] Fetch error occurred when creating the connection","Closed","ASB; MINDA",,,"5/2/2025 2:24:36 PM"
"35616","User Story","[Documentation] Wiki page on how to use the onboarding endpoints","Closed","Disco 2.0","<div>Document how the onboarding endpoint works and any caveats (like 30/40 rows at a time max) </div><div><br> </div><div>Document in the wiki page:&nbsp;<a href=""https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_wiki/wikis/Pure%20Farming.wiki/1421/Onboarding-Users-to-an-Organisation-in-Bulk"" style=""box-sizing:border-box;color:rgb(0, 90, 158);outline:transparent;font-size:15px;"">Onboarding Users to an Organisation in Bulk - Overview</a> </div><div><br> </div><div>Original ticket: <a href=""https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_workitems/edit/34991/"" data-vss-mention=""version:1.0"">#34991</a> </div><div><br> </div><div>Story is included in the original points on 34991 </div>","<div>Wiki page exists </div><div>Wiki page reviewed by one other person </div>","5/2/2025 2:35:44 PM"
"35781","Bug","Fonterra data ingestion not working on Test","Closed","ASB",,,"5/5/2025 8:14:41 AM"
"35510","User Story","[References][Part 1][Entity] 1. Add References Schema to a consumer org","Closed","Entity Service; Int/Ext References","<div>As a consumer user I want to be able to specify internal AND external identifiers for my recipients and recipient groups so that I can identify the recipient / recipient group </div><div><br> </div><div>Add a &quot;referencesSchema&quot; JSON blob to the consumer organisation </div><div>{ </div><div>&nbsp; &nbsp;...organisation... </div><div>&nbsp; &quot;referencesSchema&quot;: { </div><div>&nbsp; &nbsp; &nbsp; &quot;com.purefarming.customReferences.internal&quot;: { </div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&quot;name&quot;: &quot;Internal Reference&quot;, </div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&quot;required&quot;: true, </div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&quot;unique&quot;: true, </div><div>&nbsp; &nbsp; &nbsp; } </div><div>&nbsp; &nbsp; &nbsp; &quot;com.purefarming.customReferences.external&quot;: { </div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &quot;name&quot;: &quot;Reference&quot;, </div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &quot;required&quot;: false, </div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &quot;unique&quot;: false </div><div>&nbsp; &nbsp; &nbsp;} </div><div>&nbsp; } </div><div>&nbsp; &quot;externalReference&quot;: &quot;com.purefarming.customReferences.external&quot; // nullable<br> </div><div>} </div><div><br> </div><div>Entity Service API endpoints for organisations: </div><div><ul><li>Should return referencesSchema and externalReference </li><li>Should be able to update referencesSchema and externalReference </li><li>Should be able to set externalReference to null </li> </ul> </div><div><br> </div><div>Will need data migration endpoint: </div><div><ul><li>Add default references above to the consumer org </li><li>Typically done as an endpoint on the /microservice/ controller </li> </ul><div>Ways to approach endpoints: </div><div><ul><li>use existing org endpoints (add new fields), and optionally </li><li>add new &quot;referencesSchema&quot; endpoints (e.g. /organisation/{OrganisationId}/referencesSchema) </li> </ul> </div> </div>","<div>Can view references schema on existing consumer orgs </div><div>Migrated consumer orgs have 2 default reference schemas and external reference </div><div>Can add/remove referencesSchemas on consumer orgs </div><div>Set externalReference to null (or a value within the referencesSchema) </div>","5/5/2025 2:36:49 PM"
"35528","User Story","[References][Part 1][Entity] 1. Add References field to a recipient","Closed","Entity Service; Int/Ext References","<div>As a consumer user I want to be able to specify internal AND external identifiers for my recipient so that I can identify the recipient against another system and the farmer can identify their farm </div><div><br> </div><div>Add a &quot;references&quot; JSON blob to the recipient </div><div>{ </div><div>&nbsp; &nbsp;...recipient... </div><div>&nbsp; &quot;references&quot;: { </div><div>&nbsp; &nbsp; &nbsp; &quot;com.purefarming.customReferences.internal&quot;: &quot;&lt;VALUE&gt;&quot;, </div><div>&nbsp; &nbsp; &nbsp; &quot;com.purefarming.customReferences.external&quot;: &quot;&lt;VALUE&gt;&quot; </div><div>&nbsp; } </div><div>} </div><div><br> </div><div>**Mark the existing &quot;Reference&quot; and &quot;holdingIdentifier&quot; fields as deprecated** </div><div><br> </div><div>Entity API Endpoints: </div><div><ul><li>Add / Update / Return reference fields </li> </ul> </div><div><br> </div><div>Need to be able to query on references.&nbsp; </div><div>E.g. Get all recipients with com.purefarming.customReferences.internal = ABC123 </div><div><ul><li>Make a second table - recipient-references table </li><ul><li>Fields </li><ul><li>[Primary] id (GUID) &lt;&lt; For performance (Dynamo hot partitions/sharding) </li><li>[GSI1-primary][GSI2-hash] schemeName </li><li>[GSI1-hash] referenceValue </li><li>[GSI2-primary] consumerOrgId </li><li>recipientId </li> </ul><li>Update reference values in both recipients table and recipient-references </li> </ul> </ul> </div><div><br> </div><div>Will need data migration endpoint: </div><div><ul><li>Get existing &quot;reference&quot; </li><li>Create 2 references with the identifier value: </li><ul><li>com.purefarming.customReferences.internal </li><li>com.purefarming.customReferences.external </li> </ul> </ul><div><div style=""box-sizing:border-box;"">When &quot;reference&quot; is updated on a recipient - it updates the &quot;com.purefarming.customReferences.internal&quot; reference value </div><div style=""box-sizing:border-box;"">When the &quot;com.purefarming.customReferences.internal&quot; reference value is updated, it updates the &quot;identifier&quot; field&nbsp; </div><br> </div> </div>","<div>Can view references on existing recipients </div><div>Migrated recipients have 2 references (same value for both - identifier) </div><div>Can add/remove references on recipients </div><div>Can query for recipients by scheme name and value </div><div>Can query for recipients by consumerOrgId and scheme </div><div>Existing Reference and HoldingIdentifier fields marked as deprecated </div><div><div style=""box-sizing:border-box;"">When &quot;reference&quot; is updated on a recipient - it updates the &quot;com.purefarming.customReferences.internal&quot; reference value </div><div style=""box-sizing:border-box;"">When the &quot;com.purefarming.customReferences.internal&quot; reference value is updated, it updates the &quot;reference&quot; field&nbsp; </div><br> </div>","5/5/2025 2:38:59 PM"
"35051","User Story","[Automation][UI][Appraise] Appraise request accept and connect with data source and check data visible","Closed","AgriWebb; Appraise; Automation Testing; eNVD","<div>Create automation test to cover appraise flow happy path scenario, </div><div><br> </div><div>High Level Test Steps&nbsp; </div><div>Discovery---Use steps created in <a href=""https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_workitems/edit/35084/"" data-vss-mention=""version:1.0"">#35084</a> </div><div><span>1. Login to Purefarming Discovery Portal<br></span><div>2. Create org<br> </div><div>3. Create Holding<br> </div><div>4. Create Data Request<br> </div><div>5. Send Data Request<br> </div><div><br> </div><div>Appraise---Use Steps created in <a href=""https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_workitems/edit/35085/"" data-vss-mention=""version:1.0"">#35085</a> </div><div>6. Login to Appraise<br> </div><div>7. Get Started<br> </div><div>8. Fill information with email address above pf recipient<br> </div><div>9. Click on card<br> </div><div>10. Check enterprises, location search<br> </div><div>11. Click on Connect to data<br> </div><div>Provider----<span style=""display:inline !important;"">Use Steps created in <a href=""https://dev.azure.com/rezaresystems/Map%20of%20Ag%20-%20New%20Product%20Development/_workitems/edit/35086/"" data-vss-mention=""version:1.0"">#35086</a> </span> </div><div>12. Provider Accept req<br> </div><div>13. Select country<br> </div><div>14. Connect with data source(envd/agriwebb/statement upload)<br> </div><div>15. Complete Request<br> </div><div><br> </div><div>Appraise---- </div><span>16. Redirect to Appraise</span><br> </div><div><span>17. Connected data on the way.. message from appraise</span> </div><div><span>18. Check appraise dashboard ,appraisal status set as 'Receiving connected data'</span> </div><div><br> </div><div><br> </div><div><br> </div>","<div>Provider accepts data requests , connect with data source and complete the request and check the data visible from appraise </div>","5/5/2025 3:06:19 PM"
"35083","User Story","Angular Vulnerabilities","Closed","Security","<b><u><br><br>Copied from Repro Steps when changed from Bug to User Story</u></b><br><div><span style=""background-color:rgb(255, 255, 0);"">NOTE: Also let the appraise team know that they may need to update these packages too</span> </div><div><br> </div><div><img src=""https://dev.azure.com/rezaresystems/15020b92-fee6-4202-956f-9036d1e1da84/_apis/wit/attachments/7a6d9512-e7be-458c-a673-cdd1ffabff5c?fileName=image.png"" alt=Image><br> </div><div> </div><div> </div>",,"5/5/2025 4:46:54 PM"
"35804","Bug","[Fonterra FDR] File drop in test env causes standardisation errors","Closed","Fonterra FDR; Misunderstanding of requirements; Rabobank",,,"5/6/2025 7:43:36 AM"
"35942","Bug","[Data API] GHG data is not shown in the output data API","Closed","Data API; GHG Results; Misunderstanding of requirements",,,"5/6/2025 8:21:27 AM"
"35281","Feature","Administer Organisations","Closed","AMBOSS",,,"5/6/2025 10:13:26 AM"
"35026","User Story","[Sainsburys] Phase 3 Data Connectors","Closed","Sainsburys","<div>We have these current resource types which were done as part of Phase 1 for Sainsburys. </div><div><ul style=""margin-bottom:0cm;margin-top:0cm;"">
 <ol style=""margin-bottom:0cm;margin-top:0cm;"" start=1 type=1>
  <li style=""margin:0cm 0cm 0cm 36pt;font-size:11pt;font-family:Aptos, sans-serif;margin-left:0cm;""><span lang=EN-GB>Animals</span> </li>
  <li style=""margin:0cm 0cm 0cm 36pt;font-size:11pt;font-family:Aptos, sans-serif;margin-left:0cm;""><span lang=EN-GB>Births</span> </li>
  <li style=""margin:0cm 0cm 0cm 36pt;font-size:11pt;font-family:Aptos, sans-serif;margin-left:0cm;""><span lang=EN-GB>Deaths</span> </li>
  <li style=""margin:0cm 0cm 0cm 36pt;font-size:11pt;font-family:Aptos, sans-serif;margin-left:0cm;""><span lang=EN-GB>Movements On</span> </li>
  <li style=""margin:0cm 0cm 0cm 36pt;font-size:11pt;font-family:Aptos, sans-serif;margin-left:0cm;""><span lang=EN-GB>Movements Off</span> </li>
  <li style=""margin:0cm 0cm 0cm 36pt;font-size:11pt;font-family:Aptos, sans-serif;margin-left:0cm;""><span lang=EN-GB>Enterprise Stats</span> </li>
 </ol> </ul><br> </div><div>We need to check how these would behave for non-SDDG data. Is the data the same, or not? </div><div>Rob would be the best person to do a comparison. </div><div><br> </div><div>We would need to work out how to convert the resource type json to CSV for Rob </div><div><br> </div><div>3 files attached - non-sddg files that we want to test with </div><div><br> </div><div><div style=""box-sizing:border-box;margin:0px;font-size:15px;""><b>Strategy:</b><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;margin:0px;font-size:15px;""><ol style=""box-sizing:border-box;margin:0px 0px 16px;padding-left:32px;""><li style=""box-sizing:border-box;"">Go and find non-SDDG data files, get unit ids </li><ol style=""list-style:lower-alpha;""><li style=""box-sizing:border-box;""><span style=""text-align:start;display:inline !important;"">path in drop bucket in prod (</span><span style=""box-sizing:border-box;text-align:start;"">moa-platform-ingestion-drop-prod-eu-west-1)</span><br> </li><li style=""box-sizing:border-box;""><span style=""box-sizing:border-box;text-align:start;""><span style=""display:inline !important;"">moa.ingestion.farmmetrics/non-sddg-data/</span><br></span> </li> </ol><li style=""box-sizing:border-box;margin-top:4px;"">Create a new farmmetrics connection with the chosen unit ids. </li><li style=""box-sizing:border-box;margin-top:4px;"">Drop the file (<span style=""box-sizing:border-box;""><span style=""box-sizing:border-box;display:inline !important;"">moa.ingestion.farmmetrics/<a href=""https://eu-west-1.console.aws.amazon.com/s3/buckets/moa-platform-ingestion-drop-prod-eu-west-1?region=eu-west-1&amp;bucketType=general&amp;prefix=moa.ingestion.farmmetrics/dairy-monthly-data/&amp;showversions=false"" style=""border-collapse:separate;border-spacing:0px;box-sizing:border-box;display:inline;font-family:&quot;Amazon Ember&quot;, &quot;Helvetica Neue&quot;, Roboto, Arial, sans-serif;font-size:14px;list-style:outside none disc;text-align:start;text-decoration-color:currentcolor;text-decoration-line:underline;text-shadow:none;transition-property:color, text-decoration, -webkit-text-decoration;""><span>dairy-monthly-data</span></a>/&lt;current-date&gt;</span></span>), process it&nbsp; </li><li style=""box-sizing:border-box;margin-top:4px;"">Fetch the resource type data for resource types mentioned above for the holding that this connection belongs to from output data api </li><li style=""box-sizing:border-box;margin-top:4px;"">Find a way of converting the output to CSV for Rob to check the data (e.g. converting the output data API json into CSV). Ideally this would be generic. </li> </ol> </div> </div>","<ol><li>Rob checks the csv's against the original data </li><li>Rob accepts (is happy) that the data matches the expected results </li> </ol>","5/6/2025 1:09:11 PM"
"35465","User Story","Remove Fonterra consumer data connections","Closed","Ravensdown","<div>Now that the Ravensterra project has finished, Fonterra is no longer a customer. As such, we don't want to keep collecting Ravensdown fertiliser data for users who gave consent in that project. </div><div><br> </div><div>At the very least we should remove or decline the grants and connections for Recipients connected to the Fonterra organisation in production. </div><div><br> </div><div>Ideally we might tidy up the rest of the organisation as well. This is less essential in the short term. </div>","<div>When Ravensdown calls our API to get connections for which they need to export data, this should not include those historic Fonterra suppliers who gave consent under the RavenTerra project in early 2024. </div><div><br> </div><div><br> </div>","5/6/2025 2:34:36 PM"
